SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE
MLS Listing,Single Family Residential,7914 Costebelle Way,La Jolla,CA,92037,3999995,5,5,La Jolla,4958,,2016,6,Garage,69,Active,,,,7/28/2016,4399995,2/27/2015,2350000,http://www.redfin.com/CA/San-Diego/7914-Costebelle-Way-92037/home/4879712,San Diego County's Regional Multiple Listing Service (SANDICOR),160032415,Coldwell Banker Res. Brokerage,N,Y,32.85169,-117.244912,FALSE
MLS Listing,Single Family Residential,605 Via Del Norte,La Jolla,CA,92037,2950000,4,5,La Jolla,3171,,1942,2,Garage,69,Active,,,,8/7/2016,3195000,2/28/2014,2790000,http://www.redfin.com/CA/San-Diego/605-Via-Del-Norte-92037/home/4933443,San Diego County's Regional Multiple Listing Service (SANDICOR),160032409,"Barry Estates, Inc.",N,Y,32.823067,-117.273311,FALSE
MLS Listing,Single Family Residential,5303 Chelsea,La Jolla,CA,92037,2995000,5,4,La Jolla,3333,,2008,4,Garage,70,Active,,,,,2995000,9/1/2015,2600000,http://www.redfin.com/CA/San-Diego/5303-Chelsea-St-92037/home/5124113,San Diego County's Regional Multiple Listing Service (SANDICOR),160032373,Coldwell Banker Res. Brokerage,N,Y,32.809016,-117.265167,FALSE
MLS Listing,Single Family Residential,7270 Monte Vista Ave,La Jolla,CA,92037,2850000,3,2,La Jolla,2430,3851,1928,2,,70,Active,,,,7/8/2016,2995000,,,http://www.redfin.com/CA/San-Diego/7270-Monte-Vista-Ave-92037/home/4913391,San Diego County's Regional Multiple Listing Service (SANDICOR),160032201,"Glencourt Properties, Inc.",N,Y,32.8357843,-117.2798173,FALSE
MLS Listing,Single Family Residential,2731 Caminito Prado,La Jolla,CA,92037,1625000,5,3,La Jolla,3050,,1972,5,Garage,71,Active,,,,8/8/2016,1795000,5/21/1973,84000,http://www.redfin.com/CA/San-Diego/2731-Caminito-Prado-92037/home/4879508,San Diego County's Regional Multiple Listing Service (SANDICOR),160032161,Berkshire Hathaway HomeService,N,Y,32.8452037,-117.2458374,FALSE
MLS Listing,Condo/Coop,1056 Pearl #15,La Jolla,CA,92037,985000,2,3,La Jolla,1103,,2012,4,Garage,71,Active,,,,8/9/2016,1110000,5/23/2013,736000,http://www.redfin.com/CA/San-Diego/1056-Pearl-St-92037/unit-15/home/52344380,San Diego County's Regional Multiple Listing Service (SANDICOR),160032124,Berkshire Hathaway HomeService,N,Y,32.8409636,-117.2718016,FALSE
MLS Listing,Single Family Residential,7455 Caminito Rialto,La Jolla,CA,92037,1795000,4,3,La Jolla,1968,,1970,4,Garage,71,Active,,,,7/9/2016,1900000,,,http://www.redfin.com/CA/San-Diego/7455-Caminito-Rialto-92037/home/4923373,San Diego County's Regional Multiple Listing Service (SANDICOR),160032115,Pacific Sotheby's Int'l Realty,N,Y,32.845144,-117.254426,FALSE
MLS Listing,Single Family Residential,7241 Carrizo Dr,La Jolla,CA,92037,4995000,5,5,La Jolla,5747,14702,2016,8,Garage,72,Active,,,,7/25/2016,5495000,5/14/2015,1345500,http://www.redfin.com/CA/San-Diego/7241-Carrizo-Dr-92037/home/4921168,San Diego County's Regional Multiple Listing Service (SANDICOR),160032036,"Barry Estates, Inc.",N,Y,32.839714,-117.260146,FALSE
MLS Listing,Single Family Residential,310 Nautilus St,La Jolla,CA,92037,1579000,3,3,La Jolla,1633,,1976,2,Garage,74,Active,,,,,1579000,11/19/2010,720000,http://www.redfin.com/CA/San-Diego/310-Nautilus-St-92037/home/4915076,San Diego County's Regional Multiple Listing Service (SANDICOR),160031566,Coastal Premier Properties,N,Y,32.83137,-117.279676,FALSE
MLS Listing,Condo/Coop,6333 La Jolla Blvd #158,La Jolla,CA,92037,410000,1,1,La Jolla,713,,1970,1,Garage,74,Active,,,,,410000,2/18/2010,320000,http://www.redfin.com/CA/San-Diego/6333-La-Jolla-Blvd-92037/unit-158/home/6406826,San Diego County's Regional Multiple Listing Service (SANDICOR),160031514,Allison James Estates & Homes,N,Y,32.824667,-117.275667,FALSE
MLS Listing,Condo/Coop,5702 La Jolla Blvd #209,La Jolla,CA,92037,799990,1,2,La Jolla,1052,,2015,2,Garage,74,Active,8/28/2016,13:00,16:00,,799990,,,http://www.redfin.com/CA/San-Diego/5702-La-Jolla-Blvd-92037/unit-209/home/106380005,San Diego County's Regional Multiple Listing Service (SANDICOR),160031484,Willis Allen Real Estate,N,Y,32.8156609,-117.2710759,FALSE
MLS Listing,Multi-Family (2-4 Unit),447-449 Nautilus,La Jolla,CA,92037,2099000,5,3,La Jolla,,6406,1940,1,Garage,74,Active,,,,8/4/2016,2100000,8/2/2000,659000,http://www.redfin.com/CA/San-Diego/449-Nautilus-St-92037/home/4916157,San Diego County's Regional Multiple Listing Service (SANDICOR),160031427,Berkshire Hathaway HomeService,N,Y,32.8316603,-117.2768313,FALSE
MLS Listing,Condo/Coop,2838 Torrey Pines Rd,La Jolla,CA,92037,859000,4,3,La Jolla,2272,,1995,2,Garage,75,Active,,,,,859000,6/27/2008,720000,http://www.redfin.com/CA/San-Diego/2838-Torrey-Pines-Rd-92037/home/4877508,San Diego County's Regional Multiple Listing Service (SANDICOR),160031261,Berkshire Hathaway HomeService,N,Y,32.853362,-117.24619,FALSE
MLS Listing,Single Family Residential,5752 Bellevue Ave,La Jolla,CA,92037,2195000,4,3,La Jolla,2800,6381,1947,1,,75,Active,,,,,2195000,10/21/2005,1995000,http://www.redfin.com/CA/San-Diego/5752-Bellevue-Ave-92037/home/6407567,San Diego County's Regional Multiple Listing Service (SANDICOR),160031233,Billionaires Row,N,Y,32.817496,-117.267765,FALSE
MLS Listing,Single Family Residential,8352 Paseo Del Ocaso,La Jolla,CA,92037,4575000,5,6,La Jolla,4813,5256,2001,4,Garage,76,Active,,,,,4575000,8/31/2000,2225000,http://www.redfin.com/CA/San-Diego/8352-Paseo-Del-Ocaso-92037/home/6405020,San Diego County's Regional Multiple Listing Service (SANDICOR),160031064,Willis Allen Real Estate,N,Y,32.858257,-117.254761,FALSE
MLS Listing,Single Family Residential,648 Genter St,La Jolla,CA,92037,1795000,3,3,La Jolla,2249,10882,2001,4,Garage,77,Active,,,,6/27/2016,1895000,4/26/2013,1450000,http://www.redfin.com/CA/San-Diego/648-Genter-St-92037/home/6316533,San Diego County's Regional Multiple Listing Service (SANDICOR),160030804,Berkshire Hathaway HomeService,N,Y,32.8366503,-117.2759133,FALSE
MLS Listing,Condo/Coop,Undisclosed,La Jolla,CA,92037,1075000,3,3,La Jolla,1858,102888,1978,2,Garage,77,Active,,,,6/9/2016,1190000,3/15/2006,800000,http://www.redfin.com/CA/San-Diego/Undisclosed-address-92037/home/4925003,San Diego County's Regional Multiple Listing Service (SANDICOR),160030743,Pacific Sotheby's Int'l Realty,N,Y,Sign in to see,Sign in to see,FALSE
MLS Listing,Single Family Residential,5727 La Jolla Hermosa Ave,La Jolla,CA,92037,1850000,5,4,La Jolla,3360,5942,1994,5,Garage,80,Active,,,,,1850000,9/20/1988,300000,http://www.redfin.com/CA/San-Diego/5727-La-Jolla-Hermosa-Ave-92037/home/4935684,San Diego County's Regional Multiple Listing Service (SANDICOR),160030272,Canter Brokerage,N,Y,32.816502,-117.269731,FALSE
MLS Listing,Single Family Residential,5568 Linda Rosa Ave,La Jolla,CA,92037,1495000,5,4,La Jolla,1993,5267,1937,2,,80,Active,,,,8/16/2016,1645000,,,http://www.redfin.com/CA/San-Diego/5568-Linda-Rosa-Ave-92037/home/4937344,San Diego County's Regional Multiple Listing Service (SANDICOR),160030258,Berkshire Hathaway HomeService,N,Y,32.8149261,-117.2632928,FALSE
MLS Listing,Single Family Residential,8317 Caminito Helecho,La Jolla,CA,92037,1497000,4,3,La Jolla,2949,,1978,2,Garage,81,Active,,,,,1497000,9/23/2003,870000,http://www.redfin.com/CA/San-Diego/8317-Caminito-Helecho-92037/home/4880485,San Diego County's Regional Multiple Listing Service (SANDICOR),160030068,Pacific Sotheby's Int'l Realty,N,Y,32.8573617,-117.2404354,FALSE
MLS Listing,Townhouse,1307 Caminito Floreo,LaJolla,CA,92037,1185000,3,3,La Jolla,2621,3833,2006,3,Garage,82,Active,,,,7/16/2016,1259000,8/25/2006,1315000,http://www.redfin.com/CA/San-Diego/1307-Caminito-Floreo-92037/home/12137388,San Diego County's Regional Multiple Listing Service (SANDICOR),160029584,Windermere Homes & Estates,N,Y,32.815119,-117.25201,FALSE
MLS Listing,Single Family Residential,1335 Virginia Way,La Jolla,CA,92037,2450000,5,4,La Jolla,2418,5279,1958,5,Garage,82,Active,,,,,2450000,5/3/2013,1500000,http://www.redfin.com/CA/San-Diego/1335-Virginia-Way-92037/home/4908638,San Diego County's Regional Multiple Listing Service (SANDICOR),160029572,Berkshire Hathaway HomeService,N,Y,32.844472,-117.268188,FALSE
MLS Listing,Condo/Coop,2205 Caminito Loreta,La Jolla,CA,92037,825000,3,3,La Jolla,2056,,1974,2,Garage,83,Active,,,,7/19/2016,899000,5/2/2012,647500,http://www.redfin.com/CA/San-Diego/2205-Caminito-Loreta-92037/home/4942083,San Diego County's Regional Multiple Listing Service (SANDICOR),160029493,Willis Allen Real Estate,N,Y,32.821401,-117.238278,FALSE
MLS Listing,Condo/Coop,9677 Claiborne Sq,La Jolla,CA,92037,1174876,2,3,La Jolla,2174,33306,1989,2,Garage,87,Active,,,,7/19/2016,1200000,10/30/2015,912000,http://www.redfin.com/CA/San-Diego/9677-Claiborne-Sq-92037/home/6270833,San Diego County's Regional Multiple Listing Service (SANDICOR),160028988,Berkshire Hathaway HomeService,N,Y,32.8815434,-117.2454555,FALSE
MLS Listing,Single Family Residential,6325 Muirlands Dr,La Jolla,CA,92037,4480000,5,6,La Jolla,5000,13482,1991,4,Garage,87,Active,,,,,4480000,12/15/1998,2200000,http://www.redfin.com/CA/San-Diego/6325-Muirlands-Dr-92037/home/4919849,San Diego County's Regional Multiple Listing Service (SANDICOR),160028968,Berkshire Hathaway HomeService,N,Y,32.828456,-117.260891,FALSE
MLS Listing,Single Family Residential,5960 Hedgewood Row,La Jolla,CA,92037,1199000,4,3,La Jolla,2786,,1997,3,Garage,87,Active,,,,8/15/2016,1250000,2/21/1997,402500,http://www.redfin.com/CA/San-Diego/5960-Hedgewood-Row-92037/home/4944555,San Diego County's Regional Multiple Listing Service (SANDICOR),160028865,Berkshire Hathaway HomeService,N,Y,32.829411,-117.234603,FALSE
MLS Listing,Single Family Residential,1120 Muirlands,La Jolla,CA,92037,10000000,6,6,La Jolla,4854,48787,1945,4,Garage,88,Active,,,,,10000000,,,http://www.redfin.com/CA/San-Diego/1120-Muirlands-Dr-92037/home/6487478,San Diego County's Regional Multiple Listing Service (SANDICOR),160028587,Pacific Sotheby's Int'l Realty,N,Y,32.827195,-117.265406,FALSE
MLS Listing,Single Family Residential,6405 Muirlands Dr,La Jolla,CA,92037,5495000,5,6,La Jolla,7210,18510,1995,6,Garage,89,Active,,,,7/11/2016,5795000,12/2/2005,5398000,http://www.redfin.com/CA/San-Diego/6405-Muirlands-Dr-92037/home/4922044,San Diego County's Regional Multiple Listing Service (SANDICOR),160028462,Pacific Sotheby's Int'l Realty,N,Y,32.8296,-117.261419,FALSE
MLS Listing,Single Family Residential,5616 Abalone Pl,La Jolla,CA,92037,1995000,2,2,La Jolla,1414,4678,1952,1,Garage,89,Active,,,,8/17/2016,2295000,6/30/2014,1488990,http://www.redfin.com/CA/San-Diego/5616-Abalone-Pl-92037/home/4935825,San Diego County's Regional Multiple Listing Service (SANDICOR),160028345,Canter Brokerage,N,Y,32.814377,-117.271464,FALSE
MLS Listing,Single Family Residential,5451 Coral Reef Ave,La Jolla,CA,92037,1095000,4,2,La Jolla,1783,9200,1972,4,Garage,91,Active,,,,,1095000,8/12/2004,860000,http://www.redfin.com/CA/San-Diego/5451-Coral-Reef-Ave-92037/home/4942556,San Diego County's Regional Multiple Listing Service (SANDICOR),160028071,Willis Allen Real Estate,N,Y,32.818696,-117.236447,FALSE
MLS Listing,Single Family Residential,7157 Eads,La Jolla,CA,92037,1550000,3,2,La Jolla,1202,5006,1990,1,Garage,91,Active,8/28/2016,13:00,16:00,,1550000,12/5/2000,620000,http://www.redfin.com/CA/San-Diego/7157-Eads-Ave-92037/home/6406664,San Diego County's Regional Multiple Listing Service (SANDICOR),160028009,Willis Allen Real Estate,N,Y,32.8357874,-117.2732697,FALSE
MLS Listing,Vacant Land,La Jolla Rancho Rd (Unable to map),La Jolla,CA,92037,1995000,0,,La Jolla,,21780,,0,,91,Active,,,,,1995000,,,http://www.redfin.com/CA/San-Diego/La-Jolla-Rancho-Rd-92037/home/22805677,San Diego County's Regional Multiple Listing Service (SANDICOR),160028006,Berkshire Hathaway HomeService,N,Y,,,FALSE
MLS Listing,Single Family Residential,8408 Paseo Del Ocaso,La Jolla,CA,92037,2650000,3,2,La Jolla,2599,5249,1961,6,Garage,91,Active,,,,7/19/2016,2800000,,,http://www.redfin.com/CA/San-Diego/8408-Paseo-Del-Ocaso-92037/home/4874710,San Diego County's Regional Multiple Listing Service (SANDICOR),160027999,Coldwell Banker Res. Brokerage,N,Y,32.859288,-117.254701,FALSE
MLS Listing,Single Family Residential,850 La Jolla Rancho Rd,La Jolla Rancho Rd,CA,92037,2195000,4,3,La Jolla,2897,27900,1965,2,,91,Active,,,,,2195000,,,http://www.redfin.com/CA/San-Diego/850-La-Jolla-Rancho-Rd-92037/home/4934835,San Diego County's Regional Multiple Listing Service (SANDICOR),160028000,Berkshire Hathaway HomeService,N,Y,32.8198999,-117.267325,FALSE
MLS Listing,Single Family Residential,5322 Calumet,La Jolla,CA,92037,7900000,4,5,La Jolla,3400,7800,1999,2,Garage,91,Active,,,,,7900000,2/26/1998,1236000,http://www.redfin.com/CA/San-Diego/5322-Calumet-Ave-92037/home/5123958,San Diego County's Regional Multiple Listing Service (SANDICOR),160027952,Berkshire Hathaway HomeService,N,Y,32.808278,-117.267814,FALSE
MLS Listing,Condo/Coop,520 Sea Ln,La Jolla,CA,92037,1895000,3,3,La Jolla,3000,7133,2003,2,Garage,91,Active,,,,7/25/2016,2295000,3/26/2012,1400000,http://www.redfin.com/CA/San-Diego/520-Sea-Ln-92037/home/6603562,San Diego County's Regional Multiple Listing Service (SANDICOR),160027948,Berkshire Hathaway HomeService,N,Y,32.8367544,-117.2776486,FALSE
MLS Listing,Single Family Residential,1624 Torrey Pines Rd,La Jolla,CA,92037,4899000,4,5,La Jolla,3500,5650,1947,3,Garage,92,Active,,,,6/20/2016,5499000,10/30/2001,1800000,http://www.redfin.com/CA/San-Diego/1624-Torrey-Pines-Rd-92037/home/4906910,San Diego County's Regional Multiple Listing Service (SANDICOR),160027867,Berkshire Hathaway HomeService,N,Y,32.848314,-117.2650706,FALSE
MLS Listing,Townhouse,909 Coast Blvd #9,La Jolla,CA,92037,774900,2,2,La Jolla,1215,,1970,1,Garage,92,Active,,,,7/8/2016,824900,8/13/2015,650000,http://www.redfin.com/CA/San-Diego/909-Coast-Blvd-92037/unit-9/home/4905525,San Diego County's Regional Multiple Listing Service (SANDICOR),160027835,"So Cal Real Estate, Inc.",N,Y,32.8476573,-117.2766626,FALSE
MLS Listing,Single Family Residential,8418 Paseo Del Ocaso,La Jolla,CA,92037,3345000,5,3,La Jolla,3400,5220,1980,5,Garage,92,Active,,,,,3345000,9/2/2011,2600000,http://www.redfin.com/CA/San-Diego/8418-Paseo-Del-Ocaso-92037/home/4874711,San Diego County's Regional Multiple Listing Service (SANDICOR),160027829,Aileen Catapusan,N,Y,32.859428,-117.254691,FALSE
MLS Listing,Single Family Residential,5751 Chelsea Ave,La Jolla,CA,92037,4995000,5,6,La Jolla,7400,9433,2002,6,Garage,95,Active,,,,,4995000,11/12/1998,715000,http://www.redfin.com/CA/San-Diego/5751-Chelsea-Ave-92037/home/4935641,San Diego County's Regional Multiple Listing Service (SANDICOR),160027367,RE/MAX Coastal Properties,N,Y,32.816463,-117.27198,FALSE
MLS Listing,Single Family Residential,6423 Camino De La Costa,La Jolla,CA,92037,6700000,5,5,La Jolla,5000,10570,1995,4,Garage,95,Active,8/28/2016,14:00,16:30,6/14/2016,6750000,4/20/2004,4312500,http://www.redfin.com/CA/San-Diego/6423-Camino-De-La-Costa-92037/home/4918071,San Diego County's Regional Multiple Listing Service (SANDICOR),160027297,Berkshire Hathaway HomeService,N,Y,32.825538,-117.278776,FALSE
MLS Listing,Single Family Residential,5564 Calumet Ave,La Jolla,CA,92037,5295000,2,3,La Jolla,2059,5107,2009,4,Garage,95,Active,,,,,5295000,6/15/1988,675000,http://www.redfin.com/CA/San-Diego/5564-Calumet-Ave-92037/home/4936926,San Diego County's Regional Multiple Listing Service (SANDICOR),160027177,Pacific Sotheby's Int'l Realty,N,Y,32.8129049,-117.2709246,FALSE
MLS Listing,Townhouse,6349 VIA CABRERA,LA JOLLA,CA,92037,949500,3,2,La Jolla,1800,,1983,2,Garage,96,Active,8/27/2016,13:00,16:00,8/17/2016,998000,1/11/2001,141000,http://www.redfin.com/CA/San-Diego/6349-Via-Cabrera-92037/home/4944156,San Diego County's Regional Multiple Listing Service (SANDICOR),160026993,Associated Brokers,N,Y,32.8320225,-117.2458294,FALSE
MLS Listing,Condo/Coop,5443 La Jolla Blvd,La Jolla,CA,92037,829000,3,3,La Jolla,1566,,1992,2,Garage,97,Active,,,,8/15/2016,899999,9/18/2002,550000,http://www.redfin.com/CA/San-Diego/5443-La-Jolla-Blvd-92037/home/4937737,San Diego County's Regional Multiple Listing Service (SANDICOR),160026915,Priority One R.E. Consultants,N,Y,32.8119507,-117.2671804,FALSE
MLS Listing,Condo/Coop,6663 La Jolla Scenic S,La Jolla,CA,92037,1120000,4,4,La Jolla,2502,,1979,2,Garage,97,Active,,,,8/15/2016,1200000,4/12/2005,1100000,http://www.redfin.com/CA/San-Diego/6663-La-Jolla-Scenic-Dr-S-92037/home/4924605,San Diego County's Regional Multiple Listing Service (SANDICOR),160026885,Berkshire Hathaway HomeService,N,Y,32.836384,-117.248591,FALSE
MLS Listing,Single Family Residential,Calumet Ave,La Jolla,CA,92037,4995000,3,4,La Jolla,2610,5149,2001,2,Garage,98,Active,,,,,4995000,9/5/2000,2995000,http://www.redfin.com/CA/San-Diego/Calumet-Ave-92037/home/6407619,San Diego County's Regional Multiple Listing Service (SANDICOR),160026663,Berkshire Hathaway HomeService,N,Y,Sign in to see,Sign in to see,FALSE
MLS Listing,Single Family Residential,6309 Hartley Dr,La Jolla,CA,92037,5480000,6,6,La Jolla,6840,39204,1937,10,Garage,102,Active,,,,,5480000,,,http://www.redfin.com/CA/San-Diego/6309-Hartley-Dr-92037/home/77291609,San Diego County's Regional Multiple Listing Service (SANDICOR),160025860,Berkshire Hathaway HomeService,N,Y,32.828129,-117.257894,FALSE
MLS Listing,Condo/Coop,356 Kolmar St,La Jolla,CA,92037,1525000,3,3,La Jolla,1976,4876,2002,2,Garage,102,Active,,,,6/26/2016,1750000,5/2/2005,1599000,http://www.redfin.com/CA/San-Diego/356-Kolmar-St-92037/home/6544965,San Diego County's Regional Multiple Listing Service (SANDICOR),160025803,Pacific Shore Platinum,N,Y,32.8283765,-117.2776035,FALSE
MLS Listing,Single Family Residential,5652 Linda Rosa Ave,La Jolla,CA,92037,2295000,3,3,La Jolla,2412,4400,2001,3,Garage,103,Active,,,,,2295000,1/10/1994,468000,http://www.redfin.com/CA/San-Diego/5652-Linda-Rosa-Ave-92037/home/4936279,San Diego County's Regional Multiple Listing Service (SANDICOR),160025595,Berkshire Hathaway HomeService,N,Y,32.815951,-117.264686,FALSE
MLS Listing,Single Family Residential,544 Arenas,La Jolla,CA,92037,1249000,2,1,La Jolla,516,,1940,3,,103,Active,,,,6/21/2016,1350000,,,http://www.redfin.com/CA/San-Diego/544-Arenas-St-92037/home/4914249,San Diego County's Regional Multiple Listing Service (SANDICOR),160025494,Century 21 United Brokers,N,Y,32.8356415,-117.2767837,FALSE
MLS Listing,Single Family Residential,5951 Sagebrush,La Jolla,CA,92037,1995000,4,3,La Jolla,3247,10200,1962,6,Garage,104,Active,,,,,1995000,12/7/2015,1150000,http://www.redfin.com/CA/San-Diego/5951-Sagebrush-Rd-92037/home/4940559,San Diego County's Regional Multiple Listing Service (SANDICOR),160025378,Willis Allen Real Estate,N,Y,32.8270849,-117.242381,FALSE
MLS Listing,Condo/Coop,657 Gravilla Pl,La Jolla,CA,92037,1249000,3,3,La Jolla,1500,5992,2003,2,,104,Active,,,,8/8/2016,1279000,6/14/2002,640000,http://www.redfin.com/CA/San-Diego/657-Gravilla-Pl-92037/home/6559367,San Diego County's Regional Multiple Listing Service (SANDICOR),160025368,Willis Allen Real Estate,N,Y,32.8289261,-117.2732463,FALSE
MLS Listing,Condo/Coop,5702 La Jolla Blvd #206,La Jolla,CA,92037,684990,1,1,La Jolla,877,,2015,2,Garage,105,Active,8/28/2016,13:00,16:00,7/8/2016,689990,,,http://www.redfin.com/CA/San-Diego/5702-La-Jolla-Blvd-92037/unit-206/home/105509047,San Diego County's Regional Multiple Listing Service (SANDICOR),160025128,Willis Allen Real Estate,N,Y,32.8156609,-117.2710759,FALSE
MLS Listing,Single Family Residential,1555 Soledad Ave,La Jolla,CA,92037,3090000,4,5,La Jolla,4456,5898,1940,6,Garage,105,Active,8/27/2016,13:00,16:00,6/25/2016,3299000,2/17/2012,2180000,http://www.redfin.com/CA/San-Diego/1555-Soledad-Ave-92037/home/4908668,San Diego County's Regional Multiple Listing Service (SANDICOR),160025033,Berkshire Hathaway HomeService,N,Y,32.845293,-117.264583,FALSE
MLS Listing,Single Family Residential,7115 Vista Del Mar,La Jolla,CA,92037,3500000,3,3,La Jolla,2485,5074,1957,4,Garage,105,Active,,,,7/15/2016,3950000,5/4/2016,3570533,http://www.redfin.com/CA/San-Diego/7115-Vista-Del-Mar-Ave-92037/home/4914916,San Diego County's Regional Multiple Listing Service (SANDICOR),160025010,Canter Brokerage,N,Y,32.8337771,-117.2808119,FALSE
MLS Listing,Townhouse,840 Turquoise #118,San Diego,CA,92109,449995,2,2,Pacific Beach,878,,1980,2,Garage,108,Active,,,,6/23/2016,499995,3/1/2013,345000,http://www.redfin.com/CA/San-Diego/840-Turquoise-St-92109/unit-118/home/6681944,San Diego County's Regional Multiple Listing Service (SANDICOR),160024767,Coldwell Banker Res. Brokerage,N,Y,32.8091144,-117.2583827,FALSE
MLS Listing,Single Family Residential,511 Colima St,La Jolla,CA,92037,2365000,6,4,La Jolla,2530,6429,1945,5,Garage,108,Active,,,,6/29/2016,2485000,6/21/2013,1050000,http://www.redfin.com/CA/San-Diego/511-Colima-St-92037/home/4937923,San Diego County's Regional Multiple Listing Service (SANDICOR),160024744,Berkshire Hathaway HomeService,N,Y,32.8113518,-117.264895,FALSE
MLS Listing,Condo/Coop,100 Coast Blvd #406,La Jolla,CA,92037,1950000,2,3,La Jolla,1971,,1975,2,Garage,108,Active,,,,,1950000,4/11/2002,1100000,http://www.redfin.com/CA/San-Diego/100-Coast-Blvd-92037/unit-406/home/4911584,San Diego County's Regional Multiple Listing Service (SANDICOR),160024701,Willis Allen Real Estate,N,Y,32.8391366,-117.2812256,FALSE
MLS Listing,Single Family Residential,1550 Crespo Dr,La Jolla,CA,92037,2795000,5,5,La Jolla,4528,10890,1964,6,Garage,112,Active,,,,7/18/2016,2895000,7/14/1997,445000,http://www.redfin.com/CA/San-Diego/1550-Crespo-Dr-92037/home/4911386,San Diego County's Regional Multiple Listing Service (SANDICOR),160023599,Berkshire Hathaway HomeService,N,Y,32.8442486,-117.2646529,FALSE
MLS Listing,Single Family Residential,5645 Soledad Mountain Rd,La Jolla,CA,92037,1100000,3,3,La Jolla,2601,13400,1987,4,Garage,112,Active,,,,7/11/2016,1349000,1/27/1989,415000,http://www.redfin.com/CA/San-Diego/5645-Soledad-Mountain-Rd-92037/home/4940751,San Diego County's Regional Multiple Listing Service (SANDICOR),160023451,Berkshire Hathaway HomeService,N,Y,32.8235981,-117.2352866,FALSE
MLS Listing,Single Family Residential,7315 Remley Pl,La Jolla,CA,92037,5300000,5,6,La Jolla,5089,,1970,9,Garage,114,Active,8/28/2016,13:00,16:00,7/25/2016,7100000,11/1/1989,1200000,http://www.redfin.com/CA/San-Diego/7315-Remley-Pl-92037/home/4921115,San Diego County's Regional Multiple Listing Service (SANDICOR),160023294,Willis Allen Real Estate,N,Y,32.840976,-117.260865,FALSE
MLS Listing,Townhouse,464 Prospect #206,La Jolla,CA,92037,3986000,2,3,La Jolla,3260,17794,2002,2,Garage,115,Active,,,,,3986000,2/9/2006,3425000,http://www.redfin.com/CA/San-Diego/464-Prospect-St-92037/unit-206/home/6511277,San Diego County's Regional Multiple Listing Service (SANDICOR),160023183,Berkshire Hathaway HomeService,N,Y,32.8426458,-117.2791575,FALSE
MLS Listing,Single Family Residential,511 Genter,La Jolla,CA,92037,1795000,4,3,La Jolla,2104,3500,2005,2,Garage,116,Active,,,,7/12/2016,1849000,5/26/2009,1365000,http://www.redfin.com/CA/San-Diego/511-Genter-St-92037/home/4913602,San Diego County's Regional Multiple Listing Service (SANDICOR),160022896,Berkshire Hathaway HomeService,N,Y,32.835788,-117.277508,FALSE
MLS Listing,Condo/Coop,7903 Caminito Del Cid,La Jolla,CA,92037,670000,3,3,La Jolla,1886,179032,1976,2,Garage,116,Active,,,,8/12/2016,810000,8/20/1993,241000,http://www.redfin.com/CA/San-Diego/7903-Caminito-Del-Cid-92037/home/4878242,San Diego County's Regional Multiple Listing Service (SANDICOR),160022857,Capital Commercial Investments,N,Y,32.8506548,-117.2518091,FALSE
MLS Listing,Single Family Residential,7455 Hillside Dr,La Jolla,CA,92037,14600000,6,7,La Jolla,9200,18561,2006,8,Garage,116,Active,,,,,14600000,9/6/2002,1700000,http://www.redfin.com/CA/San-Diego/7455-Hillside-Dr-92037/home/4920816,San Diego County's Regional Multiple Listing Service (SANDICOR),160022752,Berkshire Hathaway HomeService,N,Y,32.844681,-117.25595,FALSE
MLS Listing,Townhouse,536 Palomar Ave,La Jolla,CA,92037,1350000,3,3,La Jolla,1927,,2000,4,Garage,116,Active,,,,6/20/2016,1450000,8/26/1999,679000,http://www.redfin.com/CA/San-Diego/536-Palomar-Ave-92037/home/6316584,San Diego County's Regional Multiple Listing Service (SANDICOR),160022732,Berkshire Hathaway HomeService,N,Y,32.827573,-117.274294,FALSE
MLS Listing,Vacant Land,Fairway Road Nautilus (Unable to map),La Jolla,CA,92037,1700000,0,,La Jolla,,43124,,0,,118,Active,,,,,1700000,6/18/2014,800000,http://www.redfin.com/CA/San-Diego/Nautilus-St-92037/home/22419085/sandicor-160022354,San Diego County's Regional Multiple Listing Service (SANDICOR),160022354,Johnson & Johnson Prop. Inc.,N,Y,,,FALSE
MLS Listing,Condo/Coop,202 Coast Blvd #3,La Jolla,CA,92037,5950000,3,3,La Jolla,2738,,2000,2,Garage,118,Active,,,,,5950000,,,http://www.redfin.com/CA/San-Diego/202-Coast-Blvd-92037/unit-3/home/6668924,San Diego County's Regional Multiple Listing Service (SANDICOR),160022256,Berkshire Hathaway HomeService,N,Y,32.839325,-117.28138,FALSE
